ticker,cagr,ann_volatility,sharpe,sortino,max_drawdown,calmar,skewness,excess_kurtosis,tail_index_hill,beta,alpha_annual,hurst_exponent,autocorr_lag1,vol_clustering_autocorr_lag1,garch_omega,garch_alpha,garch_beta
AAPL,0.24500721416929716,0.26754332935289016,0.6755663145534877,0.9102109632157604,-0.33360529553727236,0.7344224370740646,0.28727867064492796,9.741488142338534,3.108213141364127,1.0443676335217495,0.13226981602499072,0.9112918913828648,0.049460125641543125,0.21312667195624102,0.14200630222973334,0.0626234343073153,0.8858061155987275
SPY,0.21095620643365098,0.15266504466612482,1.000946367244342,1.3053748647639913,-0.18755234489427308,1.1247857580910072,0.6092617248693784,18.33741000489763,2.679513453199838,1.0017211703958693,-0.00017254275557212193,0.8084303529005495,-0.06170537753966883,0.22916913590506097,0.06208363058132657,0.1080433258060393,0.8139343023726006
BTC-USD,0.4378828516241713,0.3896723264306856,0.5403672488313457,0.798274642749924,-0.5305998300134691,0.82526006767295,0.1531935874218346,3.5434066494891185,4.400633129298741,1.011191267179654,-0.06110775950729445,1.0737019070539267,-0.05510687440672919,0.22944805398835788,0.6262816391583865,0.11785591555517727,0.7816860934302975
TLT,-0.0038457913143615796,0.1348446650519513,-0.32542164375836785,-0.4913873555446252,-0.14787163046070184,-0.026007634475793732,-0.14233460172532791,0.83721335611791,5.078253184493122,0.1408298636778848,-0.0016172000781858595,0.7377066588460136,-0.026152999215915827,0.15930501122562998,0.0036149480828522704,0.020131197106487114,0.9717700419677594
GLD,0.3013694817525734,0.21530442310935377,1.046623891310908,1.2920157933906573,-0.26404517857029663,1.1413557459536794,-0.964597500395105,7.199745978771162,3.5311984983055313,0.3112637188069048,0.13997166973658726,0.9495713503135207,-0.03314846583189236,0.14540991931276145,0.05446595862188803,0.12727603800820972,0.8497578189834996
NVDA,0.6897905101171236,0.46843399970000427,1.0427070936863239,1.484400877825457,-0.3688102187763309,1.8703129007806987,-0.09746166391612678,4.718176236733951,4.573098785777738,2.0125432052205814,0.2700958826234933,0.9667049020863137,-0.08796960248305165,0.11948370027282294,0.31599171827441763,0.0790821380311363,0.8888246316569333
